model_key,train_time_sec,num_params,model_size_mb,inf_time_sec,samples_per_sec
LR,4.462953448999542,1114437,19.110523223876953,0.12784705833352442,3903.1011468267066
SVM,1.0090705329985212,110970,1.682220458984375,0.07388146133356106,6754.062399322446
NB,0.3279013000010309,20058,0.44051456451416016,0.03448389666664298,14470.522424534856
FNN,1.529279647000294,26627,0.10157394409179688,0.00046360866690520197,1076338.8081828824
BERT,490.7961654789997,109484547,417.6504020690918,8.301079641666243,60.11266263430737
