seed,lr_macro_f1,svm_macro_f1,nb_macro_f1,fnn_macro_f1,bert_macro_f1,time_sec
42,0.4766869535001151,0.4365891140726505,0.41614044351264085,0.37176485383815855,0.4886542792078563,313.21022793200063
123,0.46594808998901066,0.401364502146718,0.3786567927271565,0.39042887656898745,0.5260470958220155,543.4066377079998
2026,0.4807311576247338,0.4151215118276395,0.34668824844976615,0.3599957684464727,0.530487123797704,524.6806975170002
4539,0.5180680579449525,0.4310951875442321,0.3703655245930229,0.38123575639291,0.5736390511212055,464.52040404499985
832,0.4533262278665197,0.4257578918092059,0.39201383503809556,0.36971297410527254,0.5294804967967465,483.53482148199964
