lr,batch_size,epochs,val_macro_f1,val_accuracy,val_loss
3e-05,16,10,0.5181535676088059,0.5803212851405622,1.4849528074264526
2e-05,8,10,0.5060414516683867,0.6164658634538153,0.8808343410491943
2e-05,16,10,0.49846819141034054,0.5903614457831325,1.075961947441101
3e-05,8,10,0.4726214761798098,0.6044176706827309,0.8946384787559509
